Twitter_Handle,Tweet_Text,Tweet_URL,Tweet_Date
@JJMedina1911,A world of #data as your differentiator. Add context to every record.  #Data17 https://t.co/OTtxAhdbDb https://t.co/dhdVLYNhKj,http://twitter.com/JJMedina1911/status/913823698553098240,"September 29, 2017 at 01:52PM"
@JodiStamm,Countdown to #data17 is on! Getting very excited &amp; it helps to be going with an incredible crew from @pluralsightâ€_ https://t.co/Evdm3GCMQA,http://twitter.com/JodiStamm/status/913825090457841664,"September 29, 2017 at 01:57PM"
@trinalytics,"RT @Matt_Francis: #Data17 Is like an IV line full of @tableau It reenergises, reinvigorates,motivates, excites and delights. It's the best pick me up ever",http://twitter.com/trinalytics/status/913826724743229440,"September 29, 2017 at 02:04PM"
@rubisclark2017,RT @xlth: Come in and enjoy my @tableau #data17 Social Media and the Customer-centric Data Strategy #r #python #analyticsâ€_ https://t.co/n03McjFg3M,http://twitter.com/rubisclark2017/status/913829640220954624,"September 29, 2017 at 02:15PM"
@eleanorpd,Mobile team @tableau working on some cool stuff for mobile beta at #data17 @tedwas https://t.co/oKn7Ub02tm,http://twitter.com/eleanorpd/status/913830797961859072,"September 29, 2017 at 02:20PM"
@Butterflystory,@cgscottDVA See you at #Data17 @cgscottDVA !,http://twitter.com/Butterflystory/status/913834330820009985,"September 29, 2017 at 02:34PM"
@simoneb_,Anyone know how to book appointments with a Tableau Doctor at #data17 #TC17?,http://twitter.com/simoneb_/status/913837006110597120,"September 29, 2017 at 02:44PM"
@MarkBradbourne,Trying to decide what device to bring to #data17 - need input! All three have Tableau Desktop and Public. #help,http://twitter.com/MarkBradbourne/status/913840204963819530,"September 29, 2017 at 02:57PM"
@meganmfay,"This is so cool! Wish I could enter, but I'll leave the prize to a #data17 attendee ;) Show us your sweat-worthy stâ€_ https://t.co/qmfxRdXAhr",http://twitter.com/meganmfay/status/913852593356529665,"September 29, 2017 at 03:46PM"
@lorna_eden,@chanjagg Will you be at #Data17?,http://twitter.com/lorna_eden/status/913860341171474433,"September 29, 2017 at 04:17PM"
@Jkpoole19,@lorna_eden @chanjagg If only there were a way for @chanjagg to let us know when sheâ€™ll be in town for #data17 ï˜‰ https://t.co/87pIbjFFcU,http://twitter.com/Jkpoole19/status/913861381870571520,"September 29, 2017 at 04:21PM"
@KeyanaCorliss,So excited for this! Who's joining us at #RunData17 this year?! #FitData17 #Data17 https://t.co/yQ8g85Xkyp,http://twitter.com/KeyanaCorliss/status/913862468706770944,"September 29, 2017 at 04:26PM"
@KeyanaCorliss,Tomorrow is the LAST DAY to enter the #FitData17 contest for a chance to win some FREE @lululemon gear! #data17 https://t.co/4JZCUyhkWh,http://twitter.com/KeyanaCorliss/status/913862742427107328,"September 29, 2017 at 04:27PM"
@SQLjen,@brunoaziza Hey Bruno! Hope to see you soon at Tableau Conference! #data17,http://twitter.com/SQLjen/status/913863843398295552,"September 29, 2017 at 04:31PM"
@datawoj,@mikevizneros Hi Mike. Unfortunately not. I'm becoming a dad in a week...even more exciting than #Data17!,http://twitter.com/datawoj/status/913871302842339329,"September 29, 2017 at 05:01PM"
@adamemccann,I am presenting at #data17 with @RodyZakovich on how to create custom charts like this Election Viz. Details hereâ€_ https://t.co/F7xVkptVXW,http://twitter.com/adamemccann/status/913873384727089157,"September 29, 2017 at 05:09PM"
@RodyZakovich,RT @adamemccann: I am presenting at #data17 with @RodyZakovich on how to create custom charts like this Election Viz. Details hereâ€_ https://t.co/F7xVkptVXW,http://twitter.com/RodyZakovich/status/913878176987799553,"September 29, 2017 at 05:28PM"
@datachloe,RT @adamemccann: I am presenting at #data17 with @RodyZakovich on how to create custom charts like this Election Viz. Details hereâ€_ https://t.co/F7xVkptVXW,http://twitter.com/datachloe/status/913884177736417280,"September 29, 2017 at 05:52PM"
@databrit,RT @adamemccann: I am presenting at #data17 with @RodyZakovich on how to create custom charts like this Election Viz. Details hereâ€_ https://t.co/F7xVkptVXW,http://twitter.com/databrit/status/913886580112203776,"September 29, 2017 at 06:01PM"
@StatHunting,Key calculated field for combing through the Sessions table in the #data17 Web Data Connector: https://t.co/gyqDRqBuQ3,http://twitter.com/StatHunting/status/913886911843799040,"September 29, 2017 at 06:03PM"
@DasariVizzes,RT @adamemccann: I am presenting at #data17 with @RodyZakovich on how to create custom charts like this Election Viz. Details hereâ€_ https://t.co/F7xVkptVXW,http://twitter.com/DasariVizzes/status/913890107454664704,"September 29, 2017 at 06:15PM"
@StatHunting,"In case you don't feel like digging in yourself, here's a list of the time, title &amp; session # for every #data17 Zenâ€_ https://t.co/0Zp62hx9Ya",http://twitter.com/StatHunting/status/913890474691137536,"September 29, 2017 at 06:17PM"
@StatHunting,"@tableau What non-Zen, non-keynote #data17 sessions are you excited about? My schedule right now is keynotes &amp; a Zeâ€_ https://t.co/1ZF8TeOaa4",http://twitter.com/StatHunting/status/913891857574195201,"September 29, 2017 at 06:22PM"
@bibleviz,RT @adamemccann: I am presenting at #data17 with @RodyZakovich on how to create custom charts like this Election Viz. Details hereâ€_ https://t.co/F7xVkptVXW,http://twitter.com/bibleviz/status/913892321464393728,"September 29, 2017 at 06:24PM"
@StatHunting,"@tableau I'm not committed to any session, as it will all be recorded anyway. Most important part of #data17 will bâ€_ https://t.co/1olnEL2Uf7",http://twitter.com/StatHunting/status/913892402280022017,"September 29, 2017 at 06:25PM"
@StatHunting,RT @adamemccann: I am presenting at #data17 with @RodyZakovich on how to create custom charts like this Election Viz. Details hereâ€_ https://t.co/F7xVkptVXW,http://twitter.com/StatHunting/status/913892867566747649,"September 29, 2017 at 06:26PM"
@minoobeyzavi,RT @adamemccann: I am presenting at #data17 with @RodyZakovich on how to create custom charts like this Election Viz. Details hereâ€_ https://t.co/F7xVkptVXW,http://twitter.com/minoobeyzavi/status/913908520545697792,"September 29, 2017 at 07:29PM"
@KateLovesUX,@dataMack @theneilrichards @VizWizBI @jonathandrummey @craigbloodworth @GreggLathrop @tableau Come give us an earfuâ€_ https://t.co/za2XuT7JE3,http://twitter.com/KateLovesUX/status/913914484015501312,"September 29, 2017 at 07:52PM"
@tableau,Prepping for #data17? Viz your TC schedule! ï“_  @LariMcEdward shows you how in 3 steps: https://t.co/zzTQfSqeDy https://t.co/I04l5v6FKA,http://twitter.com/tableau/status/913920103028322305,"September 29, 2017 at 08:15PM"
@BigData_Themen,RT tableau: Prepping for #data17? Viz your TC schedule! ï“_  LariMcEdward shows you how in 3 steps: â€_ https://t.co/l3P1MVAUQS,http://twitter.com/BigData_Themen/status/913921170340229120,"September 29, 2017 at 08:19PM"
@stevegotsoul,RT @tableau: Prepping for #data17? Viz your TC schedule! ï“_  @LariMcEdward shows you how in 3 steps: https://t.co/zzTQfSqeDy https://t.co/I04l5v6FKA,http://twitter.com/stevegotsoul/status/913924154629406721,"September 29, 2017 at 08:31PM"
@blogging_tip,RT @tableau: Heading to #data17? Here's how to make the most of your conference community experience: https://t.co/DbAMXtZLKO https://t.co/9Caiz2VotR,http://twitter.com/blogging_tip/status/913926299961450496,"September 29, 2017 at 08:39PM"
@google_cor,RT @tableau: Heading to #data17? Here's how to make the most of your conference community experience: https://t.co/DbAMXtZLKO https://t.co/9Caiz2VotR,http://twitter.com/google_cor/status/913927124008017920,"September 29, 2017 at 08:43PM"
@flunal,RT @tableau: Prepping for #data17? Viz your TC schedule! ï“_  @LariMcEdward shows you how in 3 steps: https://t.co/zzTQfSqeDy https://t.co/I04l5v6FKA,http://twitter.com/flunal/status/913927896384856064,"September 29, 2017 at 08:46PM"
@demartsc,RT @adamemccann: I am presenting at #data17 with @RodyZakovich on how to create custom charts like this Election Viz. Details hereâ€_ https://t.co/F7xVkptVXW,http://twitter.com/demartsc/status/913928259460464641,"September 29, 2017 at 08:47PM"
@tpellis911,Getting ready for ##Data17 what are the must sees and must dos?,http://twitter.com/tpellis911/status/913928521474560000,"September 29, 2017 at 08:48PM"
@datablick,RT @adamemccann: I am presenting at #data17 with @RodyZakovich on how to create custom charts like this Election Viz. Details hereâ€_ https://t.co/F7xVkptVXW,http://twitter.com/datablick/status/913930155277422593,"September 29, 2017 at 08:55PM"
@basole,"Safe travels to all my #visualization colleagues! Wishing you a great week of learning, sharing &amp; networking @ieeevis #data17 #tc17 @GT_Vis",http://twitter.com/basole/status/913938028976066560,"September 29, 2017 at 09:26PM"
@tableauing,I hope the biggest announcement at #data17 is full support to Google Web Fonts  on @tableau 11 #allFONTSmatter #typographyMATTERS ï˜‘,http://twitter.com/tableauing/status/913948011151192065,"September 29, 2017 at 10:06PM"
@VizChic,Check out when community faves hit Vegas #data17 &amp; submit your deets via survey link on this great viz by @Jkpoole19 https://t.co/v5EcdTqrlI,http://twitter.com/VizChic/status/913948612844953600,"September 29, 2017 at 10:08PM"
@VizChic,"Hey #data17 speakers - rather than me having to trawl the app, can you let me know your session details? #makeiteasy",http://twitter.com/VizChic/status/913949348613963776,"September 29, 2017 at 10:11PM"
@VizChic,RT @tableauing: For #data17 tips competition you are...,http://twitter.com/VizChic/status/913951037786013696,"September 29, 2017 at 10:18PM"
@MeraryVazquez,"RT @jwallace_data: New info about the #Data17 #puzzlehunt added to https://t.co/lkKOamKx7S yesterday!@ me or DM if you have more questions. Because puzzles.",http://twitter.com/MeraryVazquez/status/913951742928310272,"September 29, 2017 at 10:20PM"
@VizChic,@simoneb_ book in when you arrive at #Data17,http://twitter.com/VizChic/status/913960617345654784,"September 29, 2017 at 10:56PM"
@VizChic,RT @BFongData: Can't wait till #data17 and #datapluswomen!! https://t.co/Adep19YnCn,http://twitter.com/VizChic/status/913961045986762753,"September 29, 2017 at 10:57PM"
@mazzola_mi,RT @BFongData: Can't wait till #data17 and #datapluswomen!! https://t.co/Adep19YnCn,http://twitter.com/mazzola_mi/status/913961047542964225,"September 29, 2017 at 10:57PM"
@VizChic,RT @tableau: Community is at the heart of everything we do at #data17. @jordanscott__ shares how you can get involved:â€_ https://t.co/SLWHXJx0bg,http://twitter.com/VizChic/status/913963646975225856,"September 29, 2017 at 11:08PM"
@kevinborden,RT @adamemccann: I am presenting at #data17 with @RodyZakovich on how to create custom charts like this Election Viz. Details hereâ€_ https://t.co/F7xVkptVXW,http://twitter.com/kevinborden/status/913973075137449989,"September 29, 2017 at 11:45PM"
@SorishaPragyan,RT @MarkBradbourne: How many days? 10!!!! #data17 https://t.co/B14ArbWjKH,http://twitter.com/SorishaPragyan/status/913973611362443265,"September 29, 2017 at 11:47PM"
@SorishaPragyan,RT @dataMack: Getting excited for @tableau #Data17 in Vegas #WeAreDataPeople https://t.co/h4D83h9vSp,http://twitter.com/SorishaPragyan/status/913975949619757056,"September 29, 2017 at 11:57PM"
@renato_umeton,RT @tableau: Prepping for #data17? Viz your TC schedule! ï“_  @LariMcEdward shows you how in 3 steps: https://t.co/zzTQfSqeDy https://t.co/I04l5v6FKA,http://twitter.com/renato_umeton/status/913977061068431360,"September 30, 2017 at 12:01AM"
@TT_Infographics,"Adam E McCann on Twitter: I am presenting at #data17 with @RodyZakovich on howâ€_ https://t.co/YR2lYlIVFc, see more https://t.co/QU7ropy21o",http://twitter.com/TT_Infographics/status/913978392537632768,"September 30, 2017 at 12:06AM"
@WizardOfViz,Cool tool created by @Jkpoole19 for those coming to #data17 https://t.co/XEvCV44CUu,http://twitter.com/WizardOfViz/status/913979777249349632,"September 30, 2017 at 12:12AM"
@lewandog,RT @BFongData: Can't wait till #data17 and #datapluswomen!! https://t.co/Adep19YnCn,http://twitter.com/lewandog/status/914025236596740096,"September 30, 2017 at 03:12AM"
@denissebake,RT @tableau: Prepping for #data17? Viz your TC schedule! ï“_  @LariMcEdward shows you how in 3 steps: https://t.co/zzTQfSqeDy https://t.co/I04l5v6FKA,http://twitter.com/denissebake/status/914055504212750341,"September 30, 2017 at 05:13AM"
@TriMyData,"One week to go until most of the European crew will be on âœˆï¸ès to @tableau #data17 On a scale from 1-10 how excited are you?",http://twitter.com/TriMyData/status/914059280449511424,"September 30, 2017 at 05:28AM"
@AMTripathi3,RT @tableau: Prepping for #data17? Viz your TC schedule! ï“_  @LariMcEdward shows you how in 3 steps: https://t.co/zzTQfSqeDy https://t.co/I04l5v6FKA,http://twitter.com/AMTripathi3/status/914085515581726720,"September 30, 2017 at 07:12AM"
@MarkBradbourne,We are officially at single digits!! 9 Days till #data17!!! https://t.co/5E7FzqaApn,http://twitter.com/MarkBradbourne/status/914105739463012352,"September 30, 2017 at 08:32AM"
@SQreamTech,"If your database can do trillions of rows with #Tableau, drop by our booth at #Data17, we want to hear you out!",http://twitter.com/SQreamTech/status/914110808942153729,"September 30, 2017 at 08:52AM"
@datametrician,"RT @SQreamTech: If your database can do trillions of rows with #Tableau, drop by our booth at #Data17, we want to hear you out!",http://twitter.com/datametrician/status/914113869764792322,"September 30, 2017 at 09:05AM"
@thefringefest,It's almost time for #data17 which means we're taking a look back at our first #TFF âœ… out the 2015 awesomeness! https://t.co/hmRaD2T5gd-,http://twitter.com/thefringefest/status/914117075127488512,"September 30, 2017 at 09:17AM"
@Harris7Curtis,Karaoke gold on here. #Data17 https://t.co/dGzrXU034E,http://twitter.com/Harris7Curtis/status/914120931202686981,"September 30, 2017 at 09:33AM"
@phowell93,RT @MarkBradbourne: We are officially at single digits!! 9 Days till #data17!!! https://t.co/5E7FzqaApn,http://twitter.com/phowell93/status/914131476316344321,"September 30, 2017 at 10:15AM"
@Rachel_Diemel,RT @tableau: Prepping for #data17? Viz your TC schedule! ï“_  @LariMcEdward shows you how in 3 steps: https://t.co/zzTQfSqeDy https://t.co/I04l5v6FKA,http://twitter.com/Rachel_Diemel/status/914134825363296256,"September 30, 2017 at 10:28AM"
@TriMyData,"The ironic way in which Iâ€™m celebrating the successful purchase of my #datanightoutfit for #data17 Bring on the biâ€_ https://t.co/IMDJAm6W0H",http://twitter.com/TriMyData/status/914138991368265734,"September 30, 2017 at 10:44AM"
@stevegotsoul,"RT @TriMyData: The ironic way in which Iâ€™m celebrating the successful purchase of my #datanightoutfit for #data17 Bring on the biâ€_ https://t.co/IMDJAm6W0H",http://twitter.com/stevegotsoul/status/914141415742910464,"September 30, 2017 at 10:54AM"
@bdsharmas,RT @xlth: Come in and enjoy my @tableau #data17 Social Media and the Customer-centric Data Strategy #r #python #analyticsâ€_ https://t.co/n03McjFg3M,http://twitter.com/bdsharmas/status/914144523315404801,"September 30, 2017 at 11:06AM"
@bdsharmas,"RT @Matt_Francis: #Data17 Is like an IV line full of @tableau It reenergises, reinvigorates,motivates, excites and delights. It's the best pick me up ever",http://twitter.com/bdsharmas/status/914144790303801345,"September 30, 2017 at 11:07AM"
@bdsharmas,RT @paulbanoub: Going to @tableau #data17? Like IT / Enterprise / COE? Good. Me too! Come see my talk! https://t.co/AxQrnUrK05,http://twitter.com/bdsharmas/status/914144900915933184,"September 30, 2017 at 11:08AM"
@bdsharmas,RT @FICOcloud: If you'll be at @tableau #data17 you'll definitely want to hear @ScottZoldi talk about #AI's part in the future ofâ€_ https://t.co/OaMgceZe0t,http://twitter.com/bdsharmas/status/914144962157043713,"September 30, 2017 at 11:08AM"
@bdsharmas,RT @tableau: Hey marketers! Join us at #data17 to learn how to improve website traffic reporting &amp; uncover hidden website data:â€_ https://t.co/w9FY2eSyMm,http://twitter.com/bdsharmas/status/914145041907466242,"September 30, 2017 at 11:08AM"
@Dave_Andrade,What are the sessions you're excited about going to at #Data17 @tableau #tableau,http://twitter.com/Dave_Andrade/status/914151501374791683,"September 30, 2017 at 11:34AM"
@mesanville,Best part of any @tableau conference = Devs on Stage!  They are the real @tableau heroes! #TC17 #Data17 @BoraBeran @DustinSmth,http://twitter.com/mesanville/status/914166267900317696,"September 30, 2017 at 12:33PM"
@geofflunsford,"RT @SQreamTech: If your database can do trillions of rows with #Tableau, drop by our booth at #Data17, we want to hear you out!",http://twitter.com/geofflunsford/status/914169797688135685,"September 30, 2017 at 12:47PM"
@huck5,"RT @Jkpoole19: Retail folks at #Data17, check out this session https://t.co/4tl5qEXCxZ",http://twitter.com/huck5/status/914170441941491714,"September 30, 2017 at 12:49PM"
@AkashTandon,"An interesting thread about #DataScience and related stuff.#rstats #data17 https://t.co/fmyDpj3dBA",http://twitter.com/AkashTandon/status/914178657442177024,"September 30, 2017 at 01:22PM"
@DimorMary,RT @adamemccann: I am presenting at #data17 with @RodyZakovich on how to create custom charts like this Election Viz. Details hereâ€_ https://t.co/F7xVkptVXW,http://twitter.com/DimorMary/status/914182805202046977,"September 30, 2017 at 01:39PM"
@tableau,This is your chance to get in on the data action. We're bringing #data17 to you live from Las Vegas:â€_ https://t.co/wVdm4z6EKe,http://twitter.com/tableau/status/914183085260001281,"September 30, 2017 at 01:40PM"
@renato_umeton,RT @tableau: This is your chance to get in on the data action. We're bringing #data17 to you live from Las Vegas:â€_ https://t.co/wVdm4z6EKe,http://twitter.com/renato_umeton/status/914183194123145216,"September 30, 2017 at 01:40PM"
@BFongData,RT @tableau: This is your chance to get in on the data action. We're bringing #data17 to you live from Las Vegas:â€_ https://t.co/wVdm4z6EKe,http://twitter.com/BFongData/status/914184115024547840,"September 30, 2017 at 01:44PM"
@viz_dork,@SandlinSeguin and I pumping iron for our Rocky talk at #data17 - find out how to build a training program!â€_ https://t.co/bt4CWlOb2v,http://twitter.com/viz_dork/status/914184528578494464,"September 30, 2017 at 01:45PM"
@BigData_Themen,RT tableau: This is your chance to get in on the data action. We're bringing #data17 to you live from Las Vegas:â€_ https://t.co/czebYc5UTM,http://twitter.com/BigData_Themen/status/914185553414934528,"September 30, 2017 at 01:49PM"
@SandlinSeguin,RT @viz_dork: @SandlinSeguin and I pumping iron for our Rocky talk at #data17 - find out how to build a training program!â€_ https://t.co/bt4CWlOb2v,http://twitter.com/SandlinSeguin/status/914192749531848704,"September 30, 2017 at 02:18PM"
@stltug,This is your chance to get in on the data action. We're bringing #data17 to you live... https://t.co/j6iwyeJkCb byâ€_ https://t.co/RgEj0yqG75,http://twitter.com/stltug/status/914193219835039744,"September 30, 2017 at 02:20PM"
@basole,Summary of all #cognitive #biases. Good #visualizations &amp; #visual analytic tools minimize them. https://t.co/1nbCHfkboN? #ieeevis #data17,http://twitter.com/basole/status/914194223846629376,"September 30, 2017 at 02:24PM"
@viz_dork,Find out how important feedback is when building a successful training program at #data17 https://t.co/jnx8zxuazjâ€_ https://t.co/Z05fSUWsnl,http://twitter.com/viz_dork/status/914195359374524416,"September 30, 2017 at 02:28PM"
@DrSinBin,RT @viz_dork: @SandlinSeguin and I pumping iron for our Rocky talk at #data17 - find out how to build a training program!â€_ https://t.co/bt4CWlOb2v,http://twitter.com/DrSinBin/status/914196656232521734,"September 30, 2017 at 02:34PM"
@joeydambra,RT @AndyLeBre: #data17 go #IVDavid,http://twitter.com/joeydambra/status/914196999968305154,"September 30, 2017 at 02:35PM"
@SSaltair,RT @tableau: Can't make it to #data17 this year? Experience it virtually with Tableau Conference Liveâ€”completely free:â€_ https://t.co/XRD7TNWtCY,http://twitter.com/SSaltair/status/914208260626042880,"September 30, 2017 at 03:20PM"
@rahul_morarka,RT @tableau: This is your chance to get in on the data action. We're bringing #data17 to you live from Las Vegas:â€_ https://t.co/wVdm4z6EKe,http://twitter.com/rahul_morarka/status/914213755629666305,"September 30, 2017 at 03:41PM"
@TriMyData,@sarahlovesdata @tableau we have a public holiday on Tuesday and I have plenty of #data17 prep to finish :-). I thiâ€_ https://t.co/w38A5XOXfK,http://twitter.com/TriMyData/status/914215551915974656,"September 30, 2017 at 03:49PM"
@mtedw,Fair warning to any followers who aren't into data visualisation. The next fortnight may get out of control. Mute the hashtag #data17.,http://twitter.com/mtedw/status/914218833090678784,"September 30, 2017 at 04:02PM"
@tableau,Join @acbeers at #data17! Save your spot today: https://t.co/Ijwt6NlxdK https://t.co/i06A9ybI38,http://twitter.com/tableau/status/914220824873377792,"September 30, 2017 at 04:10PM"
@craigbloodworth,RT @tableau: Join @acbeers at #data17! Save your spot today: https://t.co/Ijwt6NlxdK https://t.co/i06A9ybI38,http://twitter.com/craigbloodworth/status/914221023876304896,"September 30, 2017 at 04:10PM"
@renato_umeton,RT @tableau: Join @acbeers at #data17! Save your spot today: https://t.co/Ijwt6NlxdK https://t.co/i06A9ybI38,http://twitter.com/renato_umeton/status/914221865215889408,"September 30, 2017 at 04:14PM"
@BigData_Themen,RT tableau: Join acbeers at #data17! Save your spot today: https://t.co/GTtslpJK6B https://t.co/scT328cxfe,http://twitter.com/BigData_Themen/status/914221952612556801,"September 30, 2017 at 04:14PM"
@TDStone0722,@TriMyData @tableau 10! See you at ##Data17 https://t.co/QDnukED3WU,http://twitter.com/TDStone0722/status/914226550806949889,"September 30, 2017 at 04:32PM"
@thefringefest,RT @tableau: Join @acbeers at #data17! Save your spot today: https://t.co/Ijwt6NlxdK https://t.co/i06A9ybI38,http://twitter.com/thefringefest/status/914231332527583232,"September 30, 2017 at 04:51PM"
@interworks,Only 3 weeks until #TC17! Check out which sessions @davidmpires is most excited to attend on our blog! #data17 https://t.co/4WEXcDK28u,http://twitter.com/interworks/status/914233540321136641,"September 30, 2017 at 05:00PM"
@jwallace_data,RT @tableau: Join @acbeers at #data17! Save your spot today: https://t.co/Ijwt6NlxdK https://t.co/i06A9ybI38,http://twitter.com/jwallace_data/status/914235401698631680,"September 30, 2017 at 05:08PM"
@GGorczynski,RT @adamemccann: I am presenting at #data17 with @RodyZakovich on how to create custom charts like this Election Viz. Details hereâ€_ https://t.co/F7xVkptVXW,http://twitter.com/GGorczynski/status/914245694038462465,"September 30, 2017 at 05:48PM"
@databrit,RT @tableau: Prepping for #data17? Viz your TC schedule! ï“_  @LariMcEdward shows you how in 3 steps: https://t.co/zzTQfSqeDy https://t.co/I04l5v6FKA,http://twitter.com/databrit/status/914274742638567425,"September 30, 2017 at 07:44PM"
@DrSinBin,RT @tableau: Prepping for #data17? Viz your TC schedule! ï“_  @LariMcEdward shows you how in 3 steps: https://t.co/zzTQfSqeDy https://t.co/I04l5v6FKA,http://twitter.com/DrSinBin/status/914291397913608192,"September 30, 2017 at 08:50PM"
@joelsehr,"RT @SQreamTech: If your database can do trillions of rows with #Tableau, drop by our booth at #Data17, we want to hear you out!",http://twitter.com/joelsehr/status/914303662108954624,"September 30, 2017 at 09:39PM"
@joelsehr,"RT @SQreamTech: When you outgrow your database, get one that can do hundreds of terabytes like no other database can.See us atâ€_ https://t.co/1G8dXEpasH",http://twitter.com/joelsehr/status/914304031471828993,"September 30, 2017 at 09:40PM"
@DanMandle,REALLY excited for my 1st @tableau conference! Hard to choose my #Data17 sessions: https://t.co/aJhlTKduT5. Especially when same date/time.,http://twitter.com/DanMandle/status/914306969330176000,"September 30, 2017 at 09:52PM"
@does_data,[Dusts off mic]... [tap tap tap] Is this thing on? See y'all in Las Vegas next week! #data17 @tableau #TC17,http://twitter.com/does_data/status/914313927575482368,"September 30, 2017 at 10:20PM"
@PhilipDRiggs,Excited to present at #data17 GOV meetupâ€_ Data-driven culture in agencies: Showing the value of Tableau through productivity &amp; innovation,http://twitter.com/PhilipDRiggs/status/914324818035580928,"September 30, 2017 at 11:03PM"
@TableauBot,RT @elissafink: Canâ€™t wait to reunite w @tableauâ€˜s community of data people at #data17. Still time to registerâ€_ https://t.co/UGnopbWgEa,http://twitter.com/TableauBot/status/914330217459572736,"September 30, 2017 at 11:24PM"
@axelrod_eric,#TableauBot RT elissafink: Canâ€™t wait to reunite w tableauâ€˜s community of data people at #data17. Still time to reâ€_ https://t.co/5yV7dVLxsW,http://twitter.com/axelrod_eric/status/914330333298020352,"September 30, 2017 at 11:25PM"
@TonyDick,RT @elissafink: Canâ€™t wait to reunite w @tableauâ€˜s community of data people at #data17. Still time to registerâ€_ https://t.co/UGnopbWgEa,http://twitter.com/TonyDick/status/914333197357453313,"September 30, 2017 at 11:36PM"
@Jubrette1,RT @tableau: This is your chance to get in on the data action. We're bringing #data17 to you live from Las Vegas:â€_ https://t.co/wVdm4z6EKe,http://twitter.com/Jubrette1/status/914344312191807488,"October 01, 2017 at 12:20AM"
@network_qu,RT @tableau: Heading to #data17? Here's how to make the most of your conference community experience: https://t.co/DbAMXtZLKO https://t.co/9Caiz2VotR,http://twitter.com/network_qu/status/914355383707340800,"October 01, 2017 at 01:04AM"
@VizChic,In 6 days I'll be in Vegas... when do you arrive? Fill out the survey on this awesome viz &amp; find out when your tribâ€_ https://t.co/zjuxZkD2pr,http://twitter.com/VizChic/status/914384604198354944,"October 01, 2017 at 03:00AM"
@_tombrown_,My 21st #tableau Conference coming up. Wonder if they'll have a sticker for that? #data17,http://twitter.com/_tombrown_/status/914401042695168000,"October 01, 2017 at 04:06AM"
@BIuniverse,@TriMyData ï‘ç Enjoy #data17 and the icecream,http://twitter.com/BIuniverse/status/914420261415473152,"October 01, 2017 at 05:22AM"
@xlth,RT @elissafink: Canâ€™t wait to reunite w @tableauâ€˜s community of data people at #data17. Still time to registerâ€_ https://t.co/UGnopbWgEa,http://twitter.com/xlth/status/914456859930615818,"October 01, 2017 at 07:47AM"
@SQreamTech,"Just over a week until we hit #Data17 with the only #GPU database that can do 200TB in a single box!Come see booth 329B for swag &amp; data!",http://twitter.com/SQreamTech/status/914460385469698048,"October 01, 2017 at 08:02AM"
@MarkBradbourne,8 Days!! #data17 https://t.co/Rtvs5mTgKk,http://twitter.com/MarkBradbourne/status/914469708321181696,"October 01, 2017 at 08:39AM"
@tableau,Want to build the perfect #data17 dashboard? @LariMcEdwards shares some tips &amp; tricks: https://t.co/PX4bBI66G5 https://t.co/oKlCMoskO3,http://twitter.com/tableau/status/914521579454894080,"October 01, 2017 at 12:05PM"
@PabloLGomez,RT @tableau: Want to build the perfect #data17 dashboard? @LariMcEdwards shares some tips &amp; tricks: https://t.co/PX4bBI66G5 https://t.co/oKlCMoskO3,http://twitter.com/PabloLGomez/status/914521644034600964,"October 01, 2017 at 12:05PM"
@kierancrotty,RT @tableau: Want to build the perfect #data17 dashboard? @LariMcEdwards shares some tips &amp; tricks: https://t.co/PX4bBI66G5 https://t.co/oKlCMoskO3,http://twitter.com/kierancrotty/status/914521852579590144,"October 01, 2017 at 12:06PM"
@o2webdev,RT @tableau: Want to build the perfect #data17 dashboard? @LariMcEdwards shares some tips &amp; tricks: https://t.co/PX4bBI66G5 https://t.co/oKlCMoskO3,http://twitter.com/o2webdev/status/914522445498941440,"October 01, 2017 at 12:08PM"
@BigData_Themen,RT tableau: Want to build the perfect #data17 dashboard? LariMcEdwards shares some tips &amp; tricks: â€_ https://t.co/g2jV5p3heg,http://twitter.com/BigData_Themen/status/914522629415071744,"October 01, 2017 at 12:09PM"
@renato_umeton,RT @tableau: Want to build the perfect #data17 dashboard? @LariMcEdwards shares some tips &amp; tricks: https://t.co/PX4bBI66G5 https://t.co/oKlCMoskO3,http://twitter.com/renato_umeton/status/914522828170547201,"October 01, 2017 at 12:10PM"
@datakmart,RT @tableau: Want to build the perfect #data17 dashboard? @LariMcEdwards shares some tips &amp; tricks: https://t.co/PX4bBI66G5 https://t.co/oKlCMoskO3,http://twitter.com/datakmart/status/914523260145954817,"October 01, 2017 at 12:11PM"
@imdbest9999,RT @tableau: Want to build the perfect #data17 dashboard? @LariMcEdwards shares some tips &amp; tricks: https://t.co/PX4bBI66G5 https://t.co/oKlCMoskO3,http://twitter.com/imdbest9999/status/914525765202571265,"October 01, 2017 at 12:21PM"
@Yakima_TUG,RT @tableau: This is your chance to get in on the data action. We're bringing #data17 to you live from Las Vegas:â€_ https://t.co/wVdm4z6EKe,http://twitter.com/Yakima_TUG/status/914529881131819010,"October 01, 2017 at 12:38PM"
@Yakima_TUG,"RT @TriMyData: One week to go until most of the European crew will be on âœˆï¸ès to @tableau #data17 On a scale from 1-10 how excited are you?",http://twitter.com/Yakima_TUG/status/914529905886494724,"October 01, 2017 at 12:38PM"
